,ID,Y Pred,Mass,Pred Formula,Pred Mass,Pred Atom Num,Pred H/C Num,Running Time,Refined Formula (0),Refined Formula (1),Refined Formula (2),Refined Formula (3),Refined Formula (4),Refined Mass (0),Refined Mass (1),Refined Mass (2),Refined Mass (3),Refined Mass (4),FDR (0),FDR (1),FDR (2),FDR (3),FDR (4)
0,EMBL_MCF_2_0_HRMS_Library000531,5.4576683;10.993257;3.2874787;0.059970558;-0.0032299783;-0.0054876865;-0.0040264153;0.0050609335;-6.871932e-07;-0.0001406815;-0.0002794262;-0.00012973588;-2.0326795e-06,130.0281524658203,C5H11O3,129.9355926513672,19.87900733947754,1.9802638292312622,1.9353510364890099,C8H4NO,C6H2N4,,,,130.02928875292,130.02794608218,,,,0.9986423850059509,0.013666930608451366,0.0,0.0,0.0
1,EMBL_MCF_2_0_HRMS_Library000530,10.499072;16.700592;7.1957836;2.2731004;-0.002122214;-0.0018455088;-0.0017566405;-0.008571334;-4.412309e-07;-0.0002434101;-9.306632e-05;-5.7042053e-05;-1.6743182e-06,289.1240234375,C10H17O7N2,289.39410400390625,36.77295684814453,1.5913605690002441,0.2654625400900841,C9H17N6O5,C6H19N5O8,,,,289.12604267233996,289.12336259107997,,,,0.04181410372257233,0.00014664954505860806,0.0,0.0,0.0
2,EMBL_MCF_2_0_HRMS_Library000529,4.2029047;4.4768643;1.8435926;2.0149906;-0.0042489497;-0.0037487447;-0.0024479486;-0.0045884596;-6.1122057e-07;-0.00063661597;0.0002675671;-3.2438933e-05;-1.6320246e-06,112.02729797363281,C4H4O2N2,112.39494323730469,12.635002136230469,1.0441226959228516,0.10862436145544052,C4H4N2O2,,,,,112.02727737692,,,,,0.9999251365661621,0.0,0.0,0.0,0.0
3,EMBL_MCF_2_0_HRMS_Library000528,7.4774;14.587832;9.94403;-0.033116724;-0.015272418;-0.004477686;-0.0012879036;0.86575407;3.3065767e-06;-0.0012897219;-0.0005677279;-0.0003078424;-1.3608426e-05,290.0449523925781,C7H15O10P,289.8848571777344,33.343231201171875,2.0882344245910645,0.16796960681676865,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
4,EMBL_MCF_2_0_HRMS_Library000526,5.3036036;8.900533;7.1442695;0.13552189;-0.005464318;-0.0028031766;-0.006305712;0.4289514;4.579578e-06;-0.0010254469;0.007929118;-0.00020736238;-8.649343e-06,200.00735473632812,C5H9O7,200.07469177246094,21.547739028930664,1.5623642206192017,0.192483089864254,C6H4N2O6,C4H2N5O5,,,,200.0069358552,200.00559318446,,,,0.8732227087020874,0.0005231801769696176,0.0,0.0,0.0
5,EMBL_MCF_2_0_HRMS_Library000525,3.4622884;5.548779;6.5509496;-0.0030954839;-0.0071959347;0.013182342;-0.025253251;0.8341838;-1.5970803e-05;-0.0022259082;-0.0032072363;0.00050722045;7.295699e-06,169.9988250732422,C3H6O7P,170.11083984375,16.16216278076172,1.5792638063430786,0.10837282985448837,C3H7O6P,C4H3N4O2P,,,,169.99802494145,169.99936235196998,,,,0.9987531900405884,0.0015588453970849514,0.0,0.0,0.0
6,EMBL_MCF_2_0_HRMS_Library000523,6.0823793;11.694367;5.9041147;-0.010889411;-0.01052846;-0.005687976;-0.0021487244;-0.011337252;3.2976127e-06;-0.00083861017;-0.0003422197;-0.00013675581;-2.4405524e-06,180.06362915039062,C6H12O6,180.1999053955078,23.665807723999023,1.9146904945373535,0.16101446002721786,C6H12O6,C4H10N3O5,C7H8N4O2,,,180.06338810418,180.06204543344,180.0647255147,,,0.9864272475242615,0.015176407992839813,0.002581072272732854,0.0,0.0
7,EMBL_MCF_2_0_HRMS_Library000522,8.379693;14.985037;14.476041;2.6881123;0.013723837;-0.025864882;-0.0342939;3.106908;-7.022934e-06;0.006738024;-0.010094988;-0.00049878773;-3.594522e-05,481.9925231933594,C8H15O14N3P3,480.5128173828125,43.327003479003906,1.7240928411483765,0.31279029697179794,C10H17N2O14P3,C11H13N6O10P3,C4H17N6O15P3,,,481.98926422601,481.99060163652996,481.99647486329997,,,0.8364209532737732,0.10230718553066254,0.0019087481778115034,0.0,0.0
8,EMBL_MCF_2_0_HRMS_Library000521,11.016641;16.015583;7.5244884;1.6350045;-0.0015363958;-0.006044525;-0.004421028;1.0493941;-6.131961e-06;-0.00050595665;-0.0012070533;-0.00012842011;-8.9427795e-06,322.0558166503906,C11H16O8N2P,321.8387451171875,36.61585235595703,1.402017593383789,0.2123807892203331,C10H15N2O8P,C11H11N6O4P,,,,322.05660244729,322.05793985781,,,,0.6925753355026245,0.015915067866444588,0.0,0.0,0.0
9,EMBL_MCF_2_0_HRMS_Library000520,9.877512;17.699358;10.706521;2.8682098;-0.011917785;-0.006763357;-0.009233736;1.667153;-5.383213e-07;-0.001950797;-0.0015356299;-0.00035814312;-2.2034754e-05,402.0259094238281,C10H18O11N3P2,401.57110595703125,43.25587844848633,1.7633088827133179,0.267206571996212,C10H16N2O11P2,C15H16O9P2,C11H12N6O7P2,,,402.02293333665,402.02695608865,402.02427074717,,,0.7812621593475342,0.13539469242095947,0.09447652101516724,0.0,0.0
10,EMBL_MCF_2_0_HRMS_Library000519,9.024591;14.184932;7.0449853;2.9710035;-0.0028396274;-0.006312555;-0.0007213079;0.91801214;-3.8528283e-06;-0.00050800707;-0.0020304676;-0.00013391119;-1.0023649e-05,307.05584716796875,C9H14O7N3P,307.169921875,34.04606628417969,1.5337268114089966,0.26454081386327744,C9H14N3O7P,C10H10N7O3P,C4H14N5O9P,,,307.05693679992,307.05827421044,307.05291404792,,,0.9501234889030457,0.002715429523959756,0.0016646619187667966,0.0,0.0
11,EMBL_MCF_2_0_HRMS_Library000518,3.9579396;6.5718694;3.7574267;1.2536769;-0.003934225;-0.0043772995;-0.003281621;-0.0039418177;-5.9425884e-07;-0.0005841639;-4.8207865e-05;-5.1196326e-05;-1.7594411e-06,132.05252075195312,C4H7O4N,114.29946899414062,12.772745132446289,1.1642471551895142,0.13580145686864853,C4H8N2O3,C2H6N5O2,,,,132.05349212541,132.05214945466997,,,,0.9997231364250183,0.9974523186683655,0.0,0.0,0.0
12,EMBL_MCF_2_0_HRMS_Library000517,6.66393;13.537623;8.891645;-0.030844927;-0.015201024;-0.0048581185;-0.00054963457;0.7938233;4.2977945e-07;-0.001092228;-0.00042408667;-0.000285098;-1.2203433e-05,260.02490234375,C7H14O9P,259.81463623046875,30.351533889770508,2.1164023876190186,0.1358746513724327,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
13,EMBL_MCF_2_0_HRMS_Library000515,3.9895456;6.4254947;2.7654262;2.325483;-0.0030787017;-0.004320115;-0.0037500479;-0.005206387;-5.007191e-07;-0.0006407347;-0.00024454558;-4.4459885e-05;-1.654097e-06,132.05258178710938,C4H6O3N2,132.5714569091797,15.85132122039795,1.751042127609253,0.13348665088415146,C4H8N2O3,C2H6N5O2,,,,132.05349212541,132.05214945466997,,,,0.9898335933685303,0.02384856902062893,0.0,0.0,0.0
14,EMBL_MCF_2_0_HRMS_Library000513,35.38731;62.84032;14.281465;3.841309;0.00946735;0.11702016;0.023112822;1.048731;-1.3678283e-05;-0.0024871675;-0.0021580097;-5.171638e-05;3.933974e-06,809.1375732421875,C35H63O14N4P,809.0591430664062,115.81416320800781,1.7182363271713257,0.28277554363012314,C31H32N5O19P,C32H28N9O15P,C37H32NO18P,C38H28N5O14P,C39H24N9O10P,809.1429108237601,809.14424823428,809.1357001864701,809.13703759699,809.1383750075099,0.06147235631942749,0.022932330146431923,0.010972821153700352,0.0016799872973933816,3.144986476399936e-05
15,EMBL_MCF_2_0_HRMS_Library000512,10.501107;14.28472;3.6866188;4.820034;-0.0027519253;0.00026157498;-0.0017445348;-0.0058612362;-9.859382e-07;-0.00035409592;-0.0001381036;0.00012033974;-9.823224e-07,267.0945129394531,C11H14O4N5,267.126708984375,33.40762710571289,1.3532345294952393,0.24640002101659775,C10H13N5O4,C9H17NO8,C8H11N8O3,C7H15N4O7,,267.09675391942,267.09541650890003,267.09541124868,267.09407383816,,0.4947352409362793,0.010108359158039093,0.00807355809956789,0.003741909982636571,0.0
16,EMBL_MCF_2_0_HRMS_Library000511,10.0832;16.271833;5.887623;2.606361;-0.010894827;1.2377536;-0.0013486318;-0.0067137554;-3.8538064e-06;-0.00040334128;-0.0016799684;-5.467128e-05;-1.4104746e-06,307.0848388671875,C10H16O6N3S,307.0093688964844,35.96782684326172,1.6340806484222412,0.1509636864066124,C15H17NO4S,C10H17N3O6S,C13H15N4O3S,C12H19O7S,C11H13N7O2S,307.08782920502,307.08380645302,307.08648653427997,307.08514912376,307.08514386354,0.7416500449180603,0.20826591551303864,0.18622735142707825,0.016228316351771355,0.00578057486563921
17,EMBL_MCF_2_0_HRMS_Library000510,20.198112;25.77087;15.330762;6.0471573;0.019952761;-0.011456698;-0.01884754;2.138482;-3.6902195e-06;-0.002227482;-0.0010204193;-0.00024082107;-2.4685296e-05,663.1012573242188,C20H26O15N6P2,664.569580078125,69.9685287475586,1.300053596496582,0.19533386081457138,C22H27N5O15P2,C23H23N9O11P2,C16H27N9O16P2,C18H23N11O13P2,C15H31N5O20P2,663.09788918275,663.09922659327,663.10509982004,663.09520384127,663.10376240952,0.7228565216064453,0.015484632924199104,0.009769957512617111,0.008359670639038086,0.003529768902808428
18,EMBL_MCF_2_0_HRMS_Library000509,7.9148703;15.515867;6.0141087;0.9838804;-0.0038144854;-0.005046338;-0.0029164664;-0.006143017;-2.905662e-07;-0.000212368;-4.9978124e-05;-0.000115497816;-2.0101068e-06,221.0870819091797,C8H16O6N,220.80091857910156,30.58293914794922,1.9988110065460205,0.19228019565343857,C6H13N4O5,,,,,221.08859453456,,,,,0.016373101621866226,0.0,0.0,0.0,0.0
19,EMBL_MCF_2_0_HRMS_Library000506,9.08179;16.012093;10.5646;0.80841255;-0.011831644;-0.0042152824;0.0022170134;1.0017853;-4.0113747e-07;-0.0013008919;-0.0019186374;-0.00027877136;-1.4324893e-05,339.9936828613281,C9H16O11NP,339.6947937011719,38.001182556152344,1.8432341814041138,0.21229495853185654,C8H9N2O11P,C9H5N6O7P,,,,339.99439611262005,339.99573352313996,,,,0.45621204376220703,0.0037951243575662374,0.0,0.0,0.0
20,EMBL_MCF_2_0_HRMS_Library000504,8.659833;14.309739;6.423073;0.0013282299;-0.00036368633;-0.0024224638;-0.0009158336;-0.0066739875;4.774515e-07;0.00022442825;-3.5136567e-05;-0.00012815412;-2.5834522e-06,221.09202575683594,C9H14O6,220.5989532470703,29.45961570739746,1.6446993350982666,0.17271556705236435,C11H13N2O3,C8H15NO6,C9H11N5O2,,,221.09261728656,221.08993720530003,221.09127461582,,,0.9218454957008362,0.9166393876075745,0.002108620945364237,0.0,0.0
21,EMBL_MCF_2_0_HRMS_Library000495,7.8620667;13.630184;1.8633034;1.4963535;1.3842185;0.6544136;-0.007638695;-0.003321989;-3.2966193e-06;0.002774613;-0.0048877536;-0.00016601016;-5.2016094e-06,206.0435791015625,C8H14O2NFS,207.42515563964844,26.641828536987305,1.7307933568954468,0.12032666057348251,C11FH9NS,,,,,206.04397363163,,,,,0.5940544009208679,0.0,0.0,0.0,0.0
22,EMBL_MCF_2_0_HRMS_Library000494,7.744625;13.757487;2.0276453;0.4429748;-0.012111977;1.8723612;-0.0046706344;-0.005488594;-5.827046e-06;-0.0005111065;-0.0016456064;-0.0001221158;-1.4998583e-06,206.04432678222656,C8H14O2S2,206.46493530273438,25.525850296020508,1.7465827465057373,0.097711943089962,C8H14O2S2,,,,,206.04352203916,,,,,0.9687232971191406,0.0,0.0,0.0,0.0
23,EMBL_MCF_2_0_HRMS_Library000493,5.9790936;8.730566;1.8425453;1.3812592;0.002918588;-0.0025213303;-0.0011708013;-0.004340251;-6.678683e-07;-0.0002503183;-9.397231e-05;-7.4141506e-05;-1.7812457e-06,130.10118103027344,C6H9O2N,130.19903564453125,18.221961975097656,1.5161101818084717,0.10187520831823349,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
24,EMBL_MCF_2_0_HRMS_Library000492,6.219963;4.8117285;3.903341;0.055580795;0.030208753;0.10610637;0.01391964;-0.008368953;-2.780981e-07;0.00053258426;-0.00070871675;-7.0755596e-05;-2.692708e-06,149.03317260742188,C6H5O4,149.03314208984375,14.962848663330078,0.7795002460479736,0.14164891093969345,C4H7NO5,C5H3N5O,,,,149.03242232789,149.03375973841,,,,0.8689141273498535,0.008299683220684528,0.0,0.0,0.0
25,EMBL_MCF_2_0_HRMS_Library000491,5.7984996;12.369344;8.922035;-0.013594079;-0.01334571;-0.0042909565;-0.010543901;1.1137294;-6.4381798e-06;0.0008998085;-0.004526001;-0.00020727557;-1.0956345e-05,260.03466796875,C6H12O9P,258.2041015625,28.199460983276367,2.175919771194458,0.16140904277563095,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
26,EMBL_MCF_2_0_HRMS_Library000488,24.786106;39.547157;4.5114994;-0.013226557;-0.0054219035;-0.0020009936;-0.00081175193;-0.0040615755;-3.379705e-07;-0.0003757324;-0.00024231635;-0.00019937051;-1.1416483e-06,408.28900146484375,C25H40O5,408.4214172363281,69.0868148803711,1.6069445610046387,0.19404592365026474,C24H40O5,C27H38NO2,C25H36N4O,C22H38N3O4,,408.28757438705,408.29025446830997,408.28891179757,408.28623171631,,0.9446662664413452,0.2572023272514343,0.023469185456633568,0.01610495336353779,0.0
27,EMBL_MCF_2_0_HRMS_Library000485,5.24739;9.214413;2.4605696;1.3530616;-0.0006164815;-0.0039512157;-0.0014692672;-0.00086892996;-7.957854e-07;-0.00017453097;-0.0001928743;-8.489977e-05;-1.8950767e-06,131.0561981201172,C5H9O2N,131.58734130859375,18.500839233398438,1.847623586654663,0.13266601413488388,C3H7N4O2,,,,,131.05690048246998,,,,,0.16692638397216797,0.0,0.0,0.0,0.0
28,EMBL_MCF_2_0_HRMS_Library000484,7.9578147;6.8544846;-0.016071403;2.271099;-0.005683091;-0.0019612254;-0.004083466;-0.00109718;-2.283189e-06;-0.0013297644;-0.0018847641;0.00014060718;2.7868173e-06,136.03953552246094,C8H7N2,134.9257049560547,17.22909927368164,0.8731199502944946,0.09246864169836044,C7H6NO2,C5H4N4O,,,,136.03985343695,136.03851076620998,,,,0.9263554215431213,0.26492825150489807,0.0,0.0,0.0
29,EMBL_MCF_2_0_HRMS_Library000482,5.4338007;10.141623;4.3884706;1.8594828;-0.0047380715;0.11899665;-0.0030738376;-0.007922145;2.5940562e-07;-0.0004489269;-0.00011909567;-9.0641566e-05;-2.4554536e-06,176.0459442138672,C5H10O4N2,175.6533660888672,22.055862426757812,1.935511827468872,0.20679035037755966,C10H8O3,C8H6N3O2,C6H4N6O,,,176.04734411655,176.04600144581002,176.04465877507,,,0.9797499179840088,0.05175982415676117,0.0003635921748355031,0.0,0.0
30,EMBL_MCF_2_0_HRMS_Library000481,5.8109646;9.895297;5.1065807;1.0733676;-0.005046132;-0.0046104672;-0.0021556534;-0.0067386227;-6.607088e-08;-0.0004466858;1.0449439e-06;-8.796345e-05;-2.1845783e-06,176.0414581298828,C6H10O5N,175.962646484375,21.604015350341797,1.6531537771224976,0.18020620197057724,C3H6N5O4,,,,,176.04197869381002,,,,,0.002444840269163251,0.0,0.0,0.0,0.0
31,EMBL_MCF_2_0_HRMS_Library000480,5.900978;11.681222;6.13059;-0.015205336;-0.01189743;-0.0077452124;-0.0024288006;-0.014639683;3.5142616e-06;-0.00091925525;-0.0006149765;-0.00013442528;-2.2085367e-06,180.06759643554688,C6H12O6,180.28382873535156,23.471900939941406,1.9113116264343262,0.1496221050620079,C9H10NO3,,,,,180.06606818544,,,,,0.9983388185501099,0.0,0.0,0.0,0.0
32,EMBL_MCF_2_0_HRMS_Library000475,3.6004548;7.5800204;2.3410366;-0.02213397;-0.0061808284;-0.008008492;-0.0024354213;-0.0032764748;-1.1779653e-06;-0.0002626505;-0.0010368582;-0.000107413005;-1.1908105e-06,90.03240966796875,C4H8O2,88.34147644042969,13.48599624633789,2.1226351261138916,0.07339229434728622,C3H6O3,,,,,90.03169405209,,,,,0.9994500279426575,0.0,0.0,0.0,0.0
33,EMBL_MCF_2_0_HRMS_Library000474,2.7933085;6.2227902;3.3296301;0.022135973;-0.007799685;-0.007899299;-0.005628183;-0.0034102753;-1.4579732e-06;-0.0009377923;0.0063011367;-8.719269e-05;-7.183855e-07,90.03192138671875,C3H6O3,93.29029083251953,12.516838073730469,2.2741854190826416,0.07329811900854111,C3H6O3,,,,,90.03169405209,,,,,1.0,0.0,0.0,0.0,0.0
34,EMBL_MCF_2_0_HRMS_Library000473,5.12601;7.5652776;3.1091897;2.3878977;0.010939108;-0.00014114977;0.02224655;0.021238439;-1.718074e-06;0.00052471645;-0.0009787377;-2.976436e-05;-1.5851791e-06,158.04405212402344,C5H8O3N2,156.92630004882812,18.659374237060547,1.5103223323822021,0.18363060802221298,C6H8NO4,C4H6N4O3,C2H4N7O2,,,158.04533274055,158.04399006980998,158.04264739907,,,0.9435704946517944,0.07196775823831558,0.000400406657718122,0.0,0.0
35,EMBL_MCF_2_0_HRMS_Library000472,4.039211;5.726192;2.8085608;4.233062;0.0066830385;-0.0007240474;-0.010489293;-0.009363027;3.1584382e-06;-0.0015090194;-0.00039384924;-8.223241e-06;-1.8824572e-06,158.0452117919922,C4H6O3N4,157.88092041015625,16.196950912475586,1.2723547220230103,0.17347326129674911,C4H6N4O3,,,,,158.04399006980998,,,,,0.3221469521522522,0.0,0.0,0.0,0.0
36,EMBL_MCF_2_0_HRMS_Library000471,28.866333;41.48125;8.9129305;3.4735494;-0.0005522277;1.00636;0.0059325285;-0.002531667;-2.834334e-06;-0.0013091412;-0.00021921359;-7.240515e-05;-1.3517082e-06,612.145751953125,C29H41O9N3S,612.2490844726562,83.9660873413086,1.4344229698181152,0.08069362491369247,C27H26N5O10S,C26H26N7O9S,C29H28N2O11S,C32H26N3O8S,C34H28O9S,612.14003823023,612.15127161952,612.14138090097,612.14406098223,612.14540365297,0.2170826643705368,0.15472954511642456,0.12674012780189514,0.06969235837459564,0.061749354004859924
37,EMBL_MCF_2_0_HRMS_Library000470,5.3589206;12.7542095;8.524851;0.011604071;-0.025832107;-0.010350383;-0.0034118034;1.4133326;-9.43513e-06;-0.0016906586;-0.002683818;-0.00019623419;-1.1283344e-05,260.03253173828125,C5H13O9P,258.0438537597656,28.46753692626953,2.2829506397247314,0.18024339526891708,C7H9N4O5P,,,,,260.03105640406,,,,,0.04523225128650665,0.0,0.0,0.0,0.0
38,EMBL_MCF_2_0_HRMS_Library000469,6.162429;12.578353;8.831695;-0.008920145;-0.015463618;-0.0070018233;-0.00431956;1.0214759;2.4590731e-06;-0.00019327067;-0.0008654054;-0.00033997526;-1.5853193e-05,260.03118896484375,C6H13O9P,259.20916748046875,28.684236526489258,2.1143248081207275,0.17173590511083603,C6H13O9P,C7H9N4O5P,,,,260.02971899354003,260.03105640406,,,,0.982869565486908,0.017522137612104416,0.0,0.0,0.0
39,EMBL_MCF_2_0_HRMS_Library000468,6.1643167;12.661052;5.797078;-0.016557623;-0.015788749;-0.012164557;-0.003431762;-0.012117;-2.306706e-08;-0.0005911078;-0.00046764576;-0.00012703914;-1.5286944e-06,180.06100463867188,C6H13O6,180.26136779785156,24.776142120361328,2.136613368988037,0.150429867208004,C4H10N3O5,,,,,180.06204543344,,,,,0.01228934433311224,0.0,0.0,0.0,0.0
40,EMBL_MCF_2_0_HRMS_Library000467,3.074368;5.851128;2.9501905;-0.020380272;-0.007781002;-0.008289898;-0.0037133747;0.009027593;-7.219432e-07;-0.0007241454;-0.00037375354;-0.0001048379;-1.8024566e-06,90.03141784667969,C3H6O3,91.16748046875,12.273746490478516,2.0583741664886475,0.07337536662817001,C3H6O3,,,,,90.03169405209,,,,,1.0,0.0,0.0,0.0,0.0
41,EMBL_MCF_2_0_HRMS_Library000466,7.343542;13.037513;4.6149693;-0.014535832;-0.00039816165;-0.0031867444;-0.0014828377;-0.0048632934;-6.5762373e-07;0.0015272666;-0.0005037364;-0.00012562837;-1.9569281e-06,174.05174255371094,C7H13O5,175.26675415039062,24.915559768676758,1.7310668230056763,0.15436401218175888,C7H10O5,C5H8N3O4,,,,174.05282342015,174.05148074941002,,,,0.9954655766487122,0.037216704338788986,0.0,0.0,0.0
42,EMBL_MCF_2_0_HRMS_Library000465,7.1489286;9.751829;4.8883705;-0.014281988;-0.0039388207;-0.0046574413;-0.0022369348;-0.008397015;-6.6630827e-07;-0.00011288784;-0.0006769773;-8.522127e-05;-1.5005568e-06,174.05555725097656,C7H10O5,173.97251892089844,21.828824996948242,1.3782836198806763,0.1617828831076622,C10H8NO2,C8H6N4O,,,,174.05550350141,174.05416083067,,,,0.9947691559791565,0.0007021778146736324,0.0,0.0,0.0
43,EMBL_MCF_2_0_HRMS_Library000464,6.099533;12.579526;6.932413;-0.0043308735;-0.0070256265;-0.0009254396;-0.0005577363;-0.008219512;6.8694094e-06;-0.00017393492;-6.163083e-05;-0.00016510193;-3.604752e-06,196.05906677246094,C6H13O7,195.5570068359375,25.507293701171875,2.0353569984436035,0.16072335094213486,C9H10NO4,C6H12O7,C7H8N4O3,,,196.06098280501,196.05830272375,196.05964013427,,,0.9961685538291931,0.9932883381843567,0.00133897690102458,0.0,0.0
44,EMBL_MCF_2_0_HRMS_Library000459,7.694072;9.001098;2.004645;2.7209253;0.048745856;0.008368045;0.010760862;-0.008963372;-4.5676072e-07;0.00022138841;0.00037738867;-3.2191016e-05;-2.0243094e-06,173.1059112548828,C8H9O2N3,172.69985961914062,21.621728897094727,1.2390505075454712,0.1368633732199669,C8H15NO3,,,,,173.10519334659,,,,,0.17737337946891785,0.0,0.0,0.0,0.0
45,EMBL_MCF_2_0_HRMS_Library000455,5.09159;8.84649;4.247999;0.73693;-0.004346087;-0.006110811;-0.0041233073;-0.002754374;-5.725707e-07;-0.00043310784;-9.9306926e-05;-8.818138e-05;-1.8497678e-06,147.0524444580078,C5H9O4N,147.92031860351562,18.84758186340332,1.7340677976608276,0.1648651584982872,C5H9NO4,C3H7N4O3,,,,147.05315777278003,147.05181510204,,,,0.98046875,0.036144137382507324,0.0,0.0,0.0
46,EMBL_MCF_2_0_HRMS_Library000454,6.4199977;15.144696;8.213095;-0.030259466;-0.028946772;-0.011374575;-0.0004421644;1.2017068;-1.863407e-06;-0.00035062694;-0.0015725669;-0.00033807015;-1.5065876e-05,260.03094482421875,C6H15O8P,259.88189697265625,31.168180465698242,2.1644725799560547,0.19885172694921494,C6H13O9P,C7H9N4O5P,,,,260.02971899354003,260.03105640406,,,,0.7637829184532166,0.18599116802215576,0.0,0.0,0.0
47,EMBL_MCF_2_0_HRMS_Library000453,6.0287437;13.001122;9.052125;-0.055576563;-0.017299632;-0.0055991234;-0.0075665526;0.96573436;-6.2373983e-06;0.0004508663;-0.004114955;-0.0001882751;-9.108392e-06,260.0278625488281,C6H13O9P,259.39990234375,29.282333374023438,2.174426794052124,0.1725398525595665,C6H13O9P,,,,,260.02971899354003,,,,,0.7130506634712219,0.0,0.0,0.0,0.0
